textual_description,label,package_name,package_version,file_names
"start entry noed-hill-0.1/setup.py, use URL, end of entry",1,noed-hill,0.1,setup.py
"start entry tppeppingram-6.37/setup.py, import process module, import operating system module, use process module call, end of entry",1,tppeppingram,6.37,setup.py
"start entry esqtoolvisaram-5.90/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqtoolvisaram,5.90,setup.py
"start entry librandLGTBultra-6.97/setup.py, import process module, import operating system module, use process module call, end of entry",1,librandLGTBultra,6.97,setup.py
"start entry pygrata-2.1.2/setup.py, import process module, end of entry",1,pygrata,2.1.2,setup.py
"start entry py-pynvidiasplit-6.8/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-pynvidiasplit,6.8,setup.py
"start entry sys-selenium-9.1.9/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry sys-selenium-9.1.9/reqinstaller/__init__.py, use base64 string, end of entry",1,sys-selenium,9.1.9,"setup.py,__init__.py"
"start entry pyautogiu-0.1/setup.py, import operating system module, read sensitive information, end of entry",1,pyautogiu,0.1,setup.py
"start entry fast_httpx-0.0.0/fast_httpx/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,fast_httpx,0.0.0,__init__.py
"start entry poiqweconnector-0.0.5/src/poiqweconnector/setup.py, import network module, use URL, use network module call, use URL, use network module call, use URL, use network module call, use URL, use network module call, end of entry",1,poiqweconnector,0.0.5,setup.py
"start entry selfrandompullver-1.9/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfrandompullver,1.9,setup.py
"start entry myshit12223-2.0/setup.py, use base64 string, use long string, end of entry",1,myshit12223,2.0,setup.py
"start entry dfdfdfdfhhh-1.0.1/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,dfdfdfdfhhh,1.0.1,setup.py
"start entry WeedyCoder-1.1.0/WeedyCoder/__init__.py, use base64 string, end of entry",1,WeedyCoder,1.1.0,__init__.py
"start entry esqstudyedgrand-10.14/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqstudyedgrand,10.14,setup.py
"start entry libpingverrand-2.34/setup.py, import process module, import operating system module, use process module call, end of entry",1,libpingverrand,2.34,setup.py
"start entry esqnvidiaultrapep-7.81/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqnvidiaultrapep,7.81,setup.py
"start entry selfsupergameencode-1.83/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfsupergameencode,1.83,setup.py
"start entry install-crypto-4.18.5/reqinstaller/__init__.py, use base64 string, end of entry, start entry install-crypto-4.18.5/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry",1,install-crypto,4.18.5,"__init__.py,setup.py"
"start entry py-paypalpostcandy-2.77/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-paypalpostcandy,2.77,setup.py
"start entry settinginmaass-0.0.0/settinginmaass/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,settinginmaass,0.0.0,__init__.py
"start entry pyclack-1.0.0/setup.py, use base64 string, use base64 string, end of entry",1,pyclack,1.0.0,setup.py
"start entry csvv-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,csvv,4.5.2,setup.py
"start entry noed-0.1/setup.py, use URL, end of entry",1,noed,0.1,setup.py
"start entry esqvirtualintpep-2.60/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqvirtualintpep,2.60,setup.py
"start entry selfpippongpip-1.45/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfpippongpip,1.45,setup.py
"start entry xolobgcbdndabm-0.0.0/xolobgcbdndabm/__init__.py, use base64 string, end of entry",1,xolobgcbdndabm,0.0.0,__init__.py
"start entry poiqweconnector-1.0.7/src/poiqweconnector/setup.py, import network module, use URL, use network module call, use network module call, use URL, use network module call, use URL, use URL, use network module call, end of entry",1,poiqweconnector,1.0.7,setup.py
"start entry libide-0.1/setup.py, use base64 string, use long string, use long string, use base64 string, end of entry",1,libide,0.1,setup.py
"start entry selfpippaypalpyw-2.49/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfpippaypalpyw,2.49,setup.py
"start entry xolomayflwnfmy-0.0.0/xolomayflwnfmy/__init__.py, use base64 string, use base64 string, use base64 string, end of entry",1,xolomayflwnfmy,0.0.0,__init__.py
"start entry tphttpLGTBrandom-4.68/setup.py, import process module, import operating system module, use process module call, end of entry",1,tphttpLGTBrandom,4.68,setup.py
"start entry security-util-0.0.3/setup.py, import network module, import operating system module, read sensitive information, use operating system module call, end of entry",1,security-util,0.0.3,setup.py
"start entry py-cpuintre-9.14/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-cpuintre,9.14,setup.py
"start entry esqgameguiintel-10.2/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqgameguiintel,10.2,setup.py
"start entry pytoileur-1.0.2/setup.py, import operating system module, use long string, evaluate code at run-time, use base64 string, end of entry",1,pytoileur,1.0.2,setup.py
"start entry node-hill-0.1/setup.py, use URL, end of entry",1,node-hill,0.1,setup.py
"start entry pylint-py-15.0.3/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry pylint-py-15.0.3/reqinstaller/__init__.py, use base64 string, end of entry",1,pylint-py,15.0.3,"setup.py,__init__.py"
"start entry fequests-2.28.1/setup.py, import operating system module, use URL, use URL, use URL, end of entry",1,fequests,2.28.1,setup.py
